Mod:Item:MetaData, Localized Name
thermaldynamics:cover:0, Mangrove Sapling Cover
thermaldynamics:cover:0, Palm Sapling Cover
thermaldynamics:cover:0, Redwood Sapling Cover
thermaldynamics:cover:0, Willow Sapling Cover
thermaldynamics:cover:0, Pine Sapling Cover
thermaldynamics:cover:0, Mahogany Sapling Cover
thermaldynamics:cover:0, Ebony Sapling Cover
thermaldynamics:cover:0, Eucalyptus Sapling Cover
thermaldynamics:cover:0, Short Grass Cover
thermaldynamics:cover:0, Medium Grass Cover
thermaldynamics:cover:0, Bush Cover
thermaldynamics:cover:0, Sprout Cover
thermaldynamics:cover:0, Poison Ivy Cover
thermaldynamics:cover:0, Berry Bush Cover
thermaldynamics:cover:0, Shrub Cover
thermaldynamics:cover:0, Wheat Grass Cover
thermaldynamics:cover:0, Damp Grass Cover
thermaldynamics:cover:0, Koru Cover
thermaldynamics:cover:0, Clover Patch Cover
thermaldynamics:cover:0, Leaf Pile Cover
thermaldynamics:cover:0, Dead Leaf Pile Cover
thermaldynamics:cover:0, Dead Grass Cover
thermaldynamics:cover:0, Desert Grass Cover
thermaldynamics:cover:0, Desert Sprouts Cover
thermaldynamics:cover:0, Dune Grass Cover
thermaldynamics:cover:0, Spectral Fern Cover
thermaldynamics:cover:0, Thorns Cover
thermaldynamics:cover:0, Wild Rice Cover
thermaldynamics:cover:0, Cattail Cover
thermaldynamics:cover:0, River Cane Cover
thermaldynamics:cover:0, Tiny Cactus Cover
thermaldynamics:cover:0, Devilweed Cover
thermaldynamics:cover:0, Reed Cover
thermaldynamics:cover:0, Root Cover
thermaldynamics:cover:0, Rafflesia Cover
thermaldynamics:cover:0, Barley Cover
thermaldynamics:cover:0, Flax Cover
thermaldynamics:cover:0, Tall Cattail Cover
thermaldynamics:cover:0, Eyebulb Cover
thermaldynamics:cover:0, Sea Oats Cover
thermaldynamics:cover:0, Toadstool Cover
thermaldynamics:cover:0, Portobello Cover
thermaldynamics:cover:0, Blue Milk Cap Cover
thermaldynamics:cover:0, Glowshroom Cover
thermaldynamics:cover:0, Flat Mushroom Cover
thermaldynamics:cover:0, Shadow Shroom Cover
thermaldynamics:cover:0, Bramble Cover
thermaldynamics:cover:0, Clover Cover
thermaldynamics:cover:0, Swampflower Cover
thermaldynamics:cover:0, Deathbloom Cover
thermaldynamics:cover:0, Glowflower Cover
thermaldynamics:cover:0, Blue Hydrangea Cover
thermaldynamics:cover:0, Orange Cosmos Cover
thermaldynamics:cover:0, Pink Dafodil Cover
thermaldynamics:cover:0, Wildflower Cover
thermaldynamics:cover:0, Violet Cover
thermaldynamics:cover:0, White Anemone Cover
thermaldynamics:cover:0, Enderlotus Cover
thermaldynamics:cover:0, Bromeliad Cover
thermaldynamics:cover:0, Wilted Lily Cover
thermaldynamics:cover:0, Pink Hibiscus Cover
thermaldynamics:cover:0, Lily of the Valley Cover
thermaldynamics:cover:0, Burning Blossom Cover
thermaldynamics:cover:0, Lavender Cover
thermaldynamics:cover:0, Goldenrod Cover
thermaldynamics:cover:0, Bluebells Cover
thermaldynamics:cover:0, Miner's Delight Cover
thermaldynamics:cover:0, Icy Iris Cover
thermaldynamics:cover:0, Rose Cover
thermaldynamics:cover:0, Ivy Cover
thermaldynamics:cover:0, Willow Vine Cover
thermaldynamics:cover:0, Fern Terrarium Cover
thermaldynamics:cover:0, Mushroom Terrarium Cover
thermaldynamics:cover:0, Cactus Terrarium Cover
thermaldynamics:cover:0, Flax Terrarium Cover
thermaldynamics:cover:0, Flower Terrarium Cover
thermaldynamics:cover:0, Koru Terrarium Cover
thermaldynamics:cover:0, Bamboo Terrarium Cover
thermaldynamics:cover:0, Beach Terrarium Cover
thermaldynamics:cover:0, Glowshroom Terrarium Cover
thermaldynamics:cover:0, Dead Terrarium Cover
thermaldynamics:cover:0, Mystic Terrarium Cover
thermaldynamics:cover:0, Ominous Terrarium Cover
thermaldynamics:cover:0, Wasteland Terrarium Cover
thermaldynamics:cover:0, Origin Terrarium Cover
thermaldynamics:cover:0, Nether Terrarium Cover
thermaldynamics:cover:0, Ender Terrarium Cover
thermaldynamics:cover:0, Copper Ore Cover
thermaldynamics:cover:0, Tin Ore Cover
thermaldynamics:cover:0, Silver Ore Cover
thermaldynamics:cover:0, Lead Ore Cover
thermaldynamics:cover:0, Aluminum Ore Cover
thermaldynamics:cover:0, Nickel Ore Cover
thermaldynamics:cover:0, Platinum Ore Cover
thermaldynamics:cover:0, Iridium Ore Cover
thermaldynamics:cover:0, Mana Infused Ore Cover
thermaldynamics:cover:0, Oil Sand Cover
thermaldynamics:cover:0, Oil Shale Cover
thermaldynamics:cover:0, Destabilized Redstone Ore Cover
thermaldynamics:cover:0, Energized Netherrack Cover
thermaldynamics:cover:0, Resonant End Stone Cover
thermaldynamics:cover:0, Oil Sand Cover
thermaldynamics:cover:0, Block of Copper Cover
thermaldynamics:cover:0, Block of Tin Cover
thermaldynamics:cover:0, Block of Silver Cover
thermaldynamics:cover:0, Block of Lead Cover
thermaldynamics:cover:0, Block of Aluminum Cover
thermaldynamics:cover:0, Block of Nickel Cover
thermaldynamics:cover:0, Block of Platinum Cover
thermaldynamics:cover:0, Block of Iridium Cover
thermaldynamics:cover:0, Block of Mana Infused Metal Cover
thermaldynamics:cover:0, Block of Steel Cover
thermaldynamics:cover:0, Block of Electrum Cover
thermaldynamics:cover:0, Block of Invar Cover
thermaldynamics:cover:0, Block of Bronze Cover
thermaldynamics:cover:0, Block of Constantan Cover
thermaldynamics:cover:0, Block of Signalum Cover
thermaldynamics:cover:0, Block of Lumium Cover
thermaldynamics:cover:0, Block of Enderium Cover
thermaldynamics:cover:0, Block of Charcoal Cover
thermaldynamics:cover:0, Block of Coal Coke Cover
thermaldynamics:cover:0, Hardened Copper Glass Cover
thermaldynamics:cover:0, Hardened Tin Glass Cover
thermaldynamics:cover:0, Hardened Silver Glass Cover
thermaldynamics:cover:0, Hardened Glass Cover
thermaldynamics:cover:0, Hardened Aluminum Glass Cover
thermaldynamics:cover:0, Hardened Nickel Glass Cover
thermaldynamics:cover:0, Hardened Platinum Glass Cover
thermaldynamics:cover:0, Hardened Iridium Glass Cover
thermaldynamics:cover:0, Hardened Mana Infused Glass Cover
thermaldynamics:cover:0, Hardened Steel Glass Cover
thermaldynamics:cover:0, Hardened Electrum Glass Cover
thermaldynamics:cover:0, Hardened Invar Glass Cover
thermaldynamics:cover:0, Hardened Bronze Glass Cover
thermaldynamics:cover:0, Hardened Constantan Glass Cover
thermaldynamics:cover:0, Hardened Signalum Glass Cover
thermaldynamics:cover:0, Hardened Lumium Glass Cover
thermaldynamics:cover:0, Hardened Enderium Glass Cover
thermaldynamics:cover:0, Black Rockwool Cover
thermaldynamics:cover:0, Red Rockwool Cover
thermaldynamics:cover:0, Green Rockwool Cover
thermaldynamics:cover:0, Brown Rockwool Cover
thermaldynamics:cover:0, Blue Rockwool Cover
thermaldynamics:cover:0, Purple Rockwool Cover
thermaldynamics:cover:0, Cyan Rockwool Cover
thermaldynamics:cover:0, Light Gray Rockwool Cover
thermaldynamics:cover:0, Gray Rockwool Cover
thermaldynamics:cover:0, Pink Rockwool Cover
thermaldynamics:cover:0, Lime Rockwool Cover
thermaldynamics:cover:0, Yellow Rockwool Cover
thermaldynamics:cover:0, Light Blue Rockwool Cover
thermaldynamics:cover:0, Magenta Rockwool Cover
thermaldynamics:cover:0, Orange Rockwool Cover
thermaldynamics:cover:0, White Rockwool Cover
pixelmon:healer, Healer
pixelmon:thunder_stone_ore, Thunder Stone Ore
pixelmon:leaf_stone_ore, Leaf Stone Ore
pixelmon:water_stone_ore, Water Stone Ore
pixelmon:fire_stone_ore, Fire Stone Ore
pixelmon:dawn_dusk_ore, Dawn/Dusk Ore
pixelmon:pc, PC
pixelmon:ranch, Ranch Block
pixelmon:mechanical_anvil, Mechanical Anvil
pixelmon:cooking_pot, Cooking Pot
pixelmon:infuser, Infuser
pixelmon:anvil, Anvil
pixelmon:fossil_machine, Fossil Machine
pixelmon:bauxite_ore, Bauxite Ore
pixelmon:aluminium_block, Aluminum Block
pixelmon:fossil, Fossil
pixelmon:trade_machine, Trade Machine
pixelmon:fossil_cleaner, Fossil Cleaner
pixelmon:articuno_shrine, Frozen Shrine
pixelmon:zapdos_shrine, Static Shrine
pixelmon:moltres_shrine, Fiery Shrine
pixelmon:ilex_shrine, Ilex Shrine
pixelmon:timespace_altar, Timespace Altar
pixelmon:temple_pillar:0, Temple Pillar
pixelmon:temple_pillar:1, Broken Pillar
pixelmon:ice_rock, Ice Rock
pixelmon:moss_rock, Moss Rock
pixelmon:ruins_wall, Ruins Wall
pixelmon:dusty_ruins_wall, Dusty Ruins Wall
pixelmon:temple_block, Temple Block
pixelmon:temple_brick, Temple Brick
pixelmon:temple_stairs, Temple Stairs
pixelmon:temple_brick_stairs, Temple Brick Stairs
pixelmon:temple_slab:0, Temple Slab
pixelmon:temple_brick_slab:0, Temple Brick Slab
pixelmon:elevator, Elevator
pixelmon:warp_plate, Warp Plate
pixelmon:movement_plate, Movement Plate
pixelmon:stick_plate, Stick Plate
pixelmon:timed_fall, Timed Fall
pixelmon:poke_chest, Poké Chest
pixelmon:ultra_chest, Ultra Chest
pixelmon:master_chest, Master Chest
pixelmon:beast_chest, Beast Chest
pixelmon:sun_stone_ore, Sun Stone Ore
pixelmon:cloning_machine, Cloning Machine
pixelmon:pixelmon_spawner, Pixelmon Spawner
pixelmon:temporary_light, tile.temporary_light.name
pixelmon:hidden_cube, Hidden Cube
pixelmon:hidden_pressure_plate, Hidden Pressure Plate
pixelmon:music_block, Music Block
pixelmon:unown_block:0, Unown Block 'A'
pixelmon:unown_block:1, Unown Block 'B'
pixelmon:unown_block:2, Unown Block 'C'
pixelmon:unown_block:3, Unown Block 'D'
pixelmon:unown_block:4, Unown Block 'E'
pixelmon:unown_block:5, Unown Block 'F'
pixelmon:unown_block:6, Unown Block 'G'
pixelmon:unown_block:7, Unown Block 'H'
pixelmon:unown_block:8, Unown Block 'I'
pixelmon:unown_block:9, Unown Block 'J'
pixelmon:unown_block:10, Unown Block 'K'
pixelmon:unown_block:11, Unown Block 'L'
pixelmon:unown_block:12, Unown Block 'M'
pixelmon:unown_block:13, Unown Block 'N'
pixelmon:unown_block:14, Unown Block 'O'
pixelmon:unown_block:15, Unown Block 'P'
pixelmon:unown_block2:0, Unown Block 'Q'
pixelmon:unown_block2:1, Unown Block 'R'
pixelmon:unown_block2:2, Unown Block 'S'
pixelmon:unown_block2:3, Unown Block 'T'
pixelmon:unown_block2:4, Unown Block 'U'
pixelmon:unown_block2:5, Unown Block 'V'
pixelmon:unown_block2:6, Unown Block 'W'
pixelmon:unown_block2:7, Unown Block 'X'
pixelmon:unown_block2:8, Unown Block 'Y'
pixelmon:unown_block2:9, Unown Block 'Z'
pixelmon:unown_block2:10, Unown Block '!'
pixelmon:unown_block2:11, Unown Block '?'
pixelmon:unown_block2:12, Blank Unown Block
pixelmon:braille_block:0, Braille Block A
pixelmon:braille_block:1, Braille Block B
pixelmon:braille_block:2, Braille Block C
pixelmon:braille_block:3, Braille Block D
pixelmon:braille_block:4, Braille Block E
pixelmon:braille_block:5, Braille Block F
pixelmon:braille_block:6, Braille Block G
pixelmon:braille_block:7, Braille Block H
pixelmon:braille_block:8, Braille Block I
pixelmon:braille_block:9, Braille Block J
pixelmon:braille_block:10, Braille Block K
pixelmon:braille_block:11, Braille Block L
pixelmon:braille_block:12, Braille Block M
pixelmon:braille_block:13, Braille Block N
pixelmon:braille_block:14, Braille Block O
pixelmon:braille_block:15, Braille Block P
pixelmon:braille_block2:0, Braille Block Q
pixelmon:braille_block2:1, Braille Block R
pixelmon:braille_block2:2, Braille Block S
pixelmon:braille_block2:3, Braille Block T
pixelmon:braille_block2:4, Braille Block U
pixelmon:braille_block2:5, Braille Block V
pixelmon:braille_block2:6, Braille Block W
pixelmon:braille_block2:7, Braille Block X
pixelmon:braille_block2:8, Braille Block Y
pixelmon:braille_block2:9, Braille Block Z
pixelmon:braille_block2:10, Braille Block .
pixelmon:braille_block2:11, Braille Block ,
pixelmon:braille_block2:12, Braille Block _
pixelmon:poke_grass, PokéGrass
pixelmon:poke_dirt, PokéDirt
pixelmon:poke_sand, PokéSand
pixelmon:poke_sand_corner1, PokéSand Corner 1
pixelmon:poke_sand_corner2, PokéSand Corner 2
pixelmon:poke_sand_corner3, PokéSand Corner 3
pixelmon:poke_sand_corner4, PokéSand Corner 4
pixelmon:poke_sand_side1, PokéSand Side 1
pixelmon:poke_sand_side2, PokéSand Side 2
pixelmon:poke_sand_side3, PokéSand Side 3
pixelmon:poke_sand_side4, PokéSand Side 4
pixelmon:ruby_block, Ruby Block
pixelmon:ruby_ore, Ruby Ore
pixelmon:sapphire_block, Sapphire Block
pixelmon:sapphire_ore, Sapphire Ore
pixelmon:amethyst_block, Amethyst Block
pixelmon:amethyst_ore, Amethyst Ore
pixelmon:crystal_block, Crystal Block
pixelmon:crystal_ore, Crystal Ore
pixelmon:silicon_ore, Silicon Ore
pixelmon:silicon_block, Silicon Block
pixelmon:shingles, Shingles
pixelmon:shingles_corner1, Shingles Corner 1
pixelmon:shingles_corner2, Shingles Corner 2
pixelmon:outside_wall, Outside Wall
pixelmon:inside_wall, Inside Wall
pixelmon:inside_wall_molding, Inside Wall Molding
pixelmon:tree_top, Tree Top
pixelmon:tree_bottom, Tree Bottom
pixelmon:wooden_flooring, Wooden Flooring
pixelmon:pokemart_sign, Poké Mart Sign
pixelmon:pokecenter_sign, PokéCenter Sign
pixelmon:window1, Window 1
pixelmon:window2, Window 2
pixelmon:sandy_grass, Sandy Grass
pixelmon:rock, Rock
pixelmon:cave_rock, Cave Rock
pixelmon:bridge_block, Bridge Block
pixelmon:bolder, Boulder
pixelmon:box, Box
pixelmon:clothed_table, Clothed Table
pixelmon:trash_can, Trash Can
pixelmon:gym_sign, Gym Sign
pixelmon:tv, Old TV
pixelmon:tv2, Small TV
pixelmon:tv3, Big TV
pixelmon:red_rug, Red Poké Ball Rug
pixelmon:green_rug, Green Poké Ball Rug
pixelmon:blue_rug, Blue Poké Ball Rug
pixelmon:yellow_rug, Yellow Poké Ball Rug
pixelmon:pink_rug, Pink Pokéball Rug
pixelmon:purple_rug, Purple Pokéball Rug
pixelmon:white_rug, White Pokéball Rug
pixelmon:gray_rug, Gray Pokéball Rug
pixelmon:black_rug, Black Pokéball Rug
pixelmon:orange_rug, Orange Pokéball Rug
pixelmon:brown_rug, Brown Pokéball Rug
pixelmon:cyan_rug, Cyan Pokéball Rug
pixelmon:red_umbrella, Red Umbrella
pixelmon:green_umbrella, Green Umbrella
pixelmon:blue_umbrella, Blue Umbrella
pixelmon:yellow_umbrella, Yellow Umbrella
pixelmon:orange_umbrella, Orange Umbrella
pixelmon:brown_umbrella, Brown Umbrella
pixelmon:pink_umbrella, Pink Umbrella
pixelmon:purple_umbrella, Purple Umbrella
pixelmon:white_umbrella, White Umbrella
pixelmon:gray_umbrella, Gray Umbrella
pixelmon:black_umbrella, Black Umbrella
pixelmon:cyan_umbrella, Cyan Umbrella
pixelmon:blue_clock, Blue Clock
pixelmon:pink_clock, Pink Clock
pixelmon:white_clock, White Clock
pixelmon:gray_clock, Gray Clock
pixelmon:black_clock, Black Clock
pixelmon:purple_clock, Purple Clock
pixelmon:yellow_clock, Yellow Clock
pixelmon:red_clock, Red Clock
pixelmon:brown_clock, Brown Clock
pixelmon:green_clock, Green Clock
pixelmon:cyan_clock, Cyan Clock
pixelmon:orange_clock, Orange Clock
pixelmon:red_cushion_chair, Red Cushion Chair
pixelmon:yellow_cushion_chair, Yellow Cushion Chair
pixelmon:green_cushion_chair, Green Cushion Chair
pixelmon:pink_cushion_chair, Pink Cushion Chair
pixelmon:blue_cushion_chair, Blue Cushion Chair
pixelmon:black_cushion_chair, Black Cushion Chair
pixelmon:gray_cushion_chair, Gray Cushion Chair
pixelmon:cyan_cushion_chair, Cyan Cushion Chair
pixelmon:white_cushion_chair, White Cushion Chair
pixelmon:brown_cushion_chair, Brown Cushion Chair
pixelmon:orange_cushion_chair, Orange Cushion Chair
pixelmon:purple_cushion_chair, Purple Cushion Chair
pixelmon:red_chair, Red Chair
pixelmon:yellow_chair, Yellow Chair
pixelmon:orange_chair, Orange Chair
pixelmon:pink_chair, Pink Chair
pixelmon:purple_chair, Purple Chair
pixelmon:cyan_chair, Cyan Chair
pixelmon:blue_chair, Blue Chair
pixelmon:white_chair, White Chair
pixelmon:gray_chair, Gray Chair
pixelmon:black_chair, Black Chair
pixelmon:green_chair, Green Chair
pixelmon:brown_chair, Brown Chair
pixelmon:red_armchair, Red Armchair
pixelmon:yellow_armchair, Yellow Armchair
pixelmon:orange_armchair, Orange Armchair
pixelmon:pink_armchair, Pink Armchair
pixelmon:purple_armchair, Purple Armchair
pixelmon:cyan_armchair, Cyan Armchair
pixelmon:blue_armchair, Blue Armchair
pixelmon:white_armchair, White Armchair
pixelmon:gray_armchair, Gray Armchair
pixelmon:black_armchair, Black Armchair
pixelmon:green_armchair, Green Armchair
pixelmon:brown_armchair, Brown Armchair
pixelmon:silver_armchair, Light Gray Armchair
pixelmon:lime_armchair, Lime Armchair
pixelmon:magenta_armchair, Magenta Armchair
pixelmon:lightblue_armchair, Light Blue Armchair
pixelmon:red_couch, Red Couch
pixelmon:yellow_couch, Yellow Couch
pixelmon:orange_couch, Orange Couch
pixelmon:pink_couch, Pink Couch
pixelmon:purple_couch, Purple Couch
pixelmon:cyan_couch, Cyan Couch
pixelmon:blue_couch, Blue Couch
pixelmon:white_couch, White Couch
pixelmon:gray_couch, Gray Couch
pixelmon:black_couch, Black Couch
pixelmon:green_couch, Green Couch
pixelmon:brown_couch, Brown Couch
pixelmon:silver_couch, Light Gray Couch
pixelmon:lime_couch, Lime Couch
pixelmon:magenta_couch, Magenta Couch
pixelmon:lightblue_couch, Light Blue Couch
pixelmon:cash_register, Cash Register
pixelmon:fossil_display, Fossil Display
pixelmon:end_table, End Table
pixelmon:bench, Oak Bench
pixelmon:birch_bench, Birch Bench
pixelmon:acacia_bench, Acacia Bench
pixelmon:jungle_bench, Jungle Bench
pixelmon:spruce_bench, Spruce Bench
pixelmon:dark_oak_bench, Dark Oak Bench
pixelmon:lightworkplace, Light Workplace
pixelmon:darkworkplace, Dark Workplace
pixelmon:blue_vending_machine, Blue Vending Machine
pixelmon:green_vending_machine, Green Vending Machine
pixelmon:orange_vending_machine, Orange Vending Machine
pixelmon:pink_vending_machine, Pink Vending Machine
pixelmon:red_vending_machine, Red Vending Machine
pixelmon:yellow_vending_machine, Yellow Vending Machine
pixelmon:brown_vending_machine, Brown Vending Machine
pixelmon:white_vending_machine, White Vending Machine
pixelmon:gray_vending_machine, Gray Vending Machine
pixelmon:black_vending_machine, Black Vending Machine
pixelmon:cyan_vending_machine, Cyan Vending Machine
pixelmon:purple_vending_machine, Purple Vending Machine
pixelmon:fridge, Fridge
pixelmon:picket_fence, Picket Fence
pixelmon:green_folding_chair, Green Folding Chair
pixelmon:red_folding_chair, Red Folding Chair
pixelmon:blue_folding_chair, Blue Folding Chair
pixelmon:yellow_folding_chair, Yellow Folding Chair
pixelmon:orange_folding_chair, Orange Folding Chair
pixelmon:brown_folding_chair, Brown Folding Chair
pixelmon:white_folding_chair, White Folding Chair
pixelmon:gray_folding_chair, Gray Folding Chair
pixelmon:black_folding_chair, Black Folding Chair
pixelmon:pink_folding_chair, Pink Folding Chair
pixelmon:purple_folding_chair, Purple Folding Chair
pixelmon:cyan_folding_chair, Cyan Folding Chair
pixelmon:blue_water_float, Blue Water Float
pixelmon:green_water_float, Green Water Float
pixelmon:orange_water_float, Orange Water Float
pixelmon:pink_water_float, Pink Water Float
pixelmon:purple_water_float, Purple Water Float
pixelmon:red_water_float, Red Water Float
pixelmon:yellow_water_float, Yellow Water Float
pixelmon:brown_water_float, Brown Water Float
pixelmon:white_water_float, White Water Float
pixelmon:gray_water_float, Gray Water Float
pixelmon:black_water_float, Black Water Float
pixelmon:cyan_water_float, Cyan Water Float
pixelmon:pixelmon_grass, Pixelmon Grass
pixelmon:spawner_cave_rock, Spawner Cave Rock
pixelmon:poke_gift, Poké Gift
pixelmon:poke_gift_event, tile.poke_gift_event.name
pixelmon:gracideablock, tile.gracideablock.name
pixelmon:plateholder, Arc Chalice
pixelmon:block.red_orb, tile.block.red_orb.name
pixelmon:block.blue_orb, tile.block.blue_orb.name
pixelmon:mower, Mower
pixelmon:fan, Fan
pixelmon:washing_machine, Washing Machine
